Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45-54,No,Travel_Rarely,below 500,Sales,< 10 km,5,Marketing,1,595,2,Female,<40,3,2,Sales Executive,4,Married,"< 5,000",19658,> 2 ,Y,No,14,3,1,80,1,14,2,3, 6 - 12 years,7,6,7
>55,No,Travel_Rarely," >1,000",Sales,10 - 20 km,5,Life Sciences,1,597,1,Female,> 70,3,4,Manager,2,Single,">10,000",9873,> 5 years,Y,No,23,4,4,80,0,37,2,3, 6 - 12 years,9,7,7
35-44,No,Non-Travel,below 500,Sales,< 10 km,2,Life Sciences,1,599,4,Male,40 - 70,3,2,Sales Executive,4,Single,"5,000 - 10,000",13430,> 5 years,Y,No,14,3,4,80,0,16,3,3,> 12 years,3,1,10
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Marketing,1,600,2,Male,> 70,3,2,Sales Executive,3,Married,"< 5,000",18659,> 5 years,Y,No,11,3,3,80,0,15,2,3, 6 - 12 years,9,6,9
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Life Sciences,1,601,2,Female,> 70,3,4,Manufacturing Director,3,Single,">10,000",20364,> 5 years,Y,No,15,3,3,80,0,22,3,3,> 12 years,6,5,13
35-44,No,Travel_Frequently,below 500,Research & Development,< 10 km,1,Life Sciences,1,602,3,Female,40 - 70,3,1,Laboratory Technician,3,Married,"< 5,000",17872,> 2 ,Y,No,11,3,1,80,1,8,3,3, 6 - 12 years,3,0,7
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,1,Life Sciences,1,604,2,Male,> 70,3,2,Sales Executive,4,Single,"5,000 - 10,000",8346,3 - 5 years,Y,Yes,13,3,3,80,0,10,2,4, 6 - 12 years,5,0,5
35-44,No,Travel_Rarely,below 500,Research & Development,> 20km,3,Medical,1,605,4,Male,40 - 70,3,3,Manufacturing Director,1,Married,"5,000 - 10,000",6950,> 2 ,Y,Yes,21,4,4,80,1,10,5,2, 6 - 12 years,9,5,8
45-54,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Other,1,606,4,Male,40 - 70,3,2,Sales Executive,2,Married,"< 5,000",16177,> 2 ,Y,No,19,3,2,80,1,9,3,4, 6 - 12 years,7,3,7
25-34,Yes,Travel_Frequently,below 500,Human Resources,10 - 20 km,4,Life Sciences,1,608,2,Female,40 - 70,3,1,Human Resources,3,Divorced,"< 5,000",22808,> 2 ,Y,Yes,11,3,2,80,1,8,2,2, 6 - 12 years,7,1,0
25-34,No,Travel_Rarely,below 500,Research & Development,10 - 20 km,3,Technical Degree,1,611,4,Male,<40,3,2,Manufacturing Director,4,Divorced,"< 5,000",22645,3 - 5 years,Y,No,12,3,2,80,2,8,2,4,3 - 5 years,2,1,2
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,5,Medical,1,612,1,Female,> 70,4,4,Research Director,3,Divorced,">10,000",22578,3 - 5 years,Y,No,19,3,3,80,1,10,2,3, 6 - 12 years,1,0,5
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Life Sciences,1,613,3,Male,40 - 70,2,3,Manager,4,Divorced,">10,000",25291,> 5 years,Y,No,21,4,3,80,1,10,3,2,3 - 5 years,4,0,1
<25,Yes,Travel_Frequently," >1,000",Sales,< 10 km,3,Marketing,1,614,2,Male,40 - 70,3,1,Sales Representative,2,Single,"< 5,000",8059,> 2 ,Y,Yes,14,3,4,80,0,0,3,3,< 2 years,0,0,0
35-44,No,Non-Travel," >1,000",Sales,> 20km,3,Other,1,615,3,Male,40 - 70,1,3,Sales Executive,1,Divorced,">10,000",11373,> 5 years,Y,No,15,3,3,80,1,20,2,3,< 2 years,0,0,1
35-44,No,Non-Travel,500 - 1000,Research & Development,< 10 km,4,Other,1,616,1,Female,40 - 70,2,2,Healthcare Representative,3,Single,"5,000 - 10,000",2112,> 2 ,Y,Yes,17,3,1,80,0,10,3,3, 6 - 12 years,7,0,7
25-34,No,Travel_Rarely,500 - 1000,Sales,> 20km,2,Medical,1,618,1,Male,40 - 70,3,2,Sales Executive,3,Divorced,"< 5,000",4267,3 - 5 years,Y,No,12,3,1,80,2,8,5,3,< 2 years,0,0,0
35-44,No,Travel_Rarely,below 500,Sales,< 10 km,3,Medical,1,620,1,Female,> 70,3,2,Sales Executive,3,Single,"< 5,000",6698,> 2 ,Y,No,16,3,4,80,0,5,3,3,3 - 5 years,4,0,3
25-34,No,Travel_Rarely,below 500,Sales,> 20km,4,Life Sciences,1,621,4,Male,> 70,4,2,Sales Executive,4,Single,"5,000 - 10,000",19921,> 2 ,Y,No,12,3,4,80,0,10,3,3, 6 - 12 years,7,5,7
25-34,Yes,Travel_Rarely,below 500,Research & Development,> 20km,3,Technical Degree,1,622,3,Male,40 - 70,1,1,Laboratory Technician,4,Single,"< 5,000",23213,> 2 ,Y,Yes,18,3,2,80,0,1,3,1,< 2 years,0,0,0
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Technical Degree,1,623,2,Female,40 - 70,3,3,Manufacturing Director,4,Single,"5,000 - 10,000",23848,3 - 5 years,Y,No,17,3,4,80,0,12,3,4, 6 - 12 years,5,1,2
45-54,No,Travel_Frequently," >1,000",Research & Development,10 - 20 km,1,Medical,1,624,1,Female,> 70,3,3,Healthcare Representative,3,Married,">10,000",8984,3 - 5 years,Y,No,11,3,4,80,0,28,3,2,< 2 years,2,1,2
35-44,No,Travel_Rarely," >1,000",Sales,< 10 km,5,Life Sciences,1,625,2,Female,> 70,3,4,Manager,1,Married,">10,000",5626,> 5 years,Y,No,16,3,2,80,1,22,2,3,> 12 years,16,11,8
35-44,No,Non-Travel,below 500,Sales,< 10 km,4,Medical,1,626,1,Male,40 - 70,3,3,Sales Executive,2,Divorced,"5,000 - 10,000",24666,> 2 ,Y,No,13,3,4,80,1,9,6,3, 6 - 12 years,5,7,7
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Technical Degree,1,630,4,Male,> 70,3,2,Research Scientist,1,Divorced,"5,000 - 10,000",22087,> 5 years,Y,Yes,12,3,2,80,2,18,3,3, 6 - 12 years,9,6,9
25-34,Yes,Non-Travel," >1,000",Sales,10 - 20 km,4,Other,1,631,4,Male,40 - 70,4,2,Sales Executive,3,Married,"< 5,000",23914,> 5 years,Y,No,12,3,4,80,0,6,2,3,3 - 5 years,2,1,2
<25,No,Travel_Frequently,500 - 1000,Sales,> 20km,3,Medical,1,632,4,Male,<40,3,1,Sales Representative,4,Married,"< 5,000",5530,> 2 ,Y,No,13,3,3,80,2,3,3,3,< 2 years,2,2,1
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Medical,1,634,3,Female,> 70,3,2,Healthcare Representative,3,Married,"5,000 - 10,000",22174,> 5 years,Y,No,19,3,3,80,1,18,4,3,< 2 years,0,0,0
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Life Sciences,1,635,2,Female,40 - 70,3,2,Manufacturing Director,2,Married,"5,000 - 10,000",15701,> 5 years,Y,No,12,3,2,80,1,8,2,2, 6 - 12 years,5,4,3
45-54,No,Travel_Rarely," >1,000",Research & Development,10 - 20 km,4,Life Sciences,1,638,4,Male,40 - 70,2,5,Research Director,3,Divorced,">10,000",2125,> 2 ,Y,Yes,17,3,3,80,1,31,5,3,> 12 years,9,0,9
<25,No,Travel_Rarely,500 - 1000,Research & Development,> 20km,3,Medical,1,639,2,Male,> 70,4,1,Research Scientist,4,Married,"< 5,000",21630,> 2 ,Y,Yes,11,3,2,80,2,6,3,3, 6 - 12 years,5,1,4
25-34,No,Travel_Rarely,500 - 1000,Sales,> 20km,2,Marketing,1,641,1,Male,40 - 70,3,2,Sales Executive,2,Married,"5,000 - 10,000",7428,> 2 ,Y,No,20,4,4,80,2,6,5,4,3 - 5 years,3,1,4
<25,No,Travel_Rarely,500 - 1000,Research & Development,10 - 20 km,2,Other,1,643,4,Male,> 70,2,1,Laboratory Technician,2,Married,"< 5,000",9100,> 2 ,Y,No,21,4,4,80,1,1,2,3,< 2 years,0,0,0
45-54,No,Travel_Frequently," >1,000",Human Resources,< 10 km,3,Medical,1,644,1,Male,> 70,3,5,Manager,2,Married,">10,000",7999,> 2 ,Y,No,11,3,3,80,1,32,2,3,> 12 years,5,10,7
25-34,No,Travel_Rarely,500 - 1000,Sales,10 - 20 km,1,Medical,1,645,2,Male,<40,3,1,Sales Representative,3,Married,"< 5,000",26376,> 2 ,Y,No,11,3,3,80,0,7,1,3, 6 - 12 years,4,0,6
<25,Yes,Travel_Frequently," >1,000",Research & Development,< 10 km,3,Life Sciences,1,647,1,Female,40 - 70,3,1,Laboratory Technician,3,Married,"< 5,000",14168,> 2 ,Y,Yes,16,3,4,80,1,6,4,3, 6 - 12 years,3,1,2
25-34,Yes,Travel_Frequently,below 500,Sales,10 - 20 km,4,Life Sciences,1,648,2,Male,> 70,2,1,Sales Representative,1,Married,"< 5,000",14470,> 2 ,Y,No,18,3,3,80,1,1,2,4,< 2 years,0,0,0
25-34,No,Travel_Rarely,below 500,Research & Development,< 10 km,2,Life Sciences,1,649,2,Male,> 70,2,1,Research Scientist,4,Married,"< 5,000",22794,> 2 ,Y,Yes,13,3,4,80,1,6,3,3, 6 - 12 years,5,1,3
25-34,Yes,Travel_Rarely," >1,000",Sales,10 - 20 km,4,Medical,1,650,2,Male,40 - 70,3,2,Sales Executive,1,Divorced,"< 5,000",11512,> 2 ,Y,No,17,3,3,80,0,9,2,1,3 - 5 years,1,1,2
35-44,No,Travel_Rarely,500 - 1000,Research & Development,> 20km,2,Other,1,652,1,Male,40 - 70,2,2,Laboratory Technician,4,Single,"< 5,000",14004,3 - 5 years,Y,No,14,3,4,80,0,9,3,3,3 - 5 years,2,0,2
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,4,Medical,1,653,1,Male,40 - 70,4,2,Sales Executive,4,Divorced,"5,000 - 10,000",6219,3 - 5 years,Y,No,22,4,4,80,2,13,4,4, 6 - 12 years,7,5,7
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Medical,1,655,1,Female,40 - 70,2,1,Research Scientist,3,Divorced,"< 5,000",5013,> 2 ,Y,No,12,3,3,80,2,6,5,2,3 - 5 years,3,0,3
35-44,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Marketing,1,656,4,Male,> 70,3,2,Sales Executive,3,Married,"5,000 - 10,000",3010,3 - 5 years,Y,Yes,11,3,3,80,1,17,3,2,3 - 5 years,0,1,0
<25,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,657,4,Female,> 70,2,1,Research Scientist,2,Single,"< 5,000",11757,> 2 ,Y,No,13,3,4,80,0,1,0,4,< 2 years,0,0,0
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,659,3,Female,> 70,3,2,Healthcare Representative,4,Married,"< 5,000",5718,> 2 ,Y,No,13,3,2,80,2,10,4,3, 6 - 12 years,2,2,2
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Other,1,661,2,Male,40 - 70,2,4,Research Director,4,Divorced,">10,000",2671,3 - 5 years,Y,Yes,14,3,3,80,1,21,3,2,< 2 years,0,0,0
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,1,Life Sciences,1,662,3,Female,40 - 70,3,1,Research Scientist,1,Single,"< 5,000",14561,> 5 years,Y,No,17,3,4,80,0,8,3,2,< 2 years,0,0,0
35-44,No,Travel_Frequently," >1,000",Research & Development,< 10 km,5,Medical,1,663,4,Male,> 70,3,2,Laboratory Technician,3,Divorced,"5,000 - 10,000",19627,> 5 years,Y,Yes,13,3,2,80,1,10,3,3, 6 - 12 years,7,4,7
45-54,No,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Life Sciences,1,664,4,Female,<40,2,4,Manager,1,Married,">10,000",17997,> 5 years,Y,No,11,3,1,80,1,21,3,1,3 - 5 years,2,0,2
35-44,No,Travel_Rarely," >1,000",Human Resources,< 10 km,4,Life Sciences,1,665,1,Female,40 - 70,2,2,Human Resources,3,Single,"5,000 - 10,000",26894,3 - 5 years,Y,No,11,3,2,80,0,10,1,4,< 2 years,2,0,2
25-34,No,Travel_Rarely,below 500,Sales,10 - 20 km,3,Technical Degree,1,666,3,Female,<40,3,1,Sales Representative,3,Divorced,"< 5,000",2912,> 2 ,Y,Yes,18,3,4,80,2,8,3,3, 6 - 12 years,2,0,6
25-34,Yes,Travel_Rarely," >1,000",Sales,< 10 km,1,Marketing,1,667,3,Male,> 70,3,1,Sales Representative,1,Divorced,"< 5,000",16346,> 2 ,Y,No,11,3,2,80,1,5,3,3,3 - 5 years,3,0,2
<25,No,Travel_Rarely," >1,000",Sales,> 20km,1,Technical Degree,1,669,3,Male,40 - 70,3,1,Sales Representative,3,Single,"< 5,000",24444,> 2 ,Y,No,11,3,3,80,0,3,2,3,3 - 5 years,2,1,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Other,1,671,4,Male,<40,3,5,Manager,4,Married,">10,000",9358,3 - 5 years,Y,Yes,12,3,1,80,1,26,2,4,< 2 years,2,0,1
<25,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,1,Medical,1,675,1,Male,40 - 70,3,1,Research Scientist,3,Married,"< 5,000",12145,> 2 ,Y,No,20,4,4,80,0,3,3,3,< 2 years,2,2,2
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,4,Marketing,1,677,3,Male,<40,3,2,Sales Executive,3,Divorced,"5,000 - 10,000",20431,> 2 ,Y,No,12,3,4,80,0,6,3,3,3 - 5 years,0,1,2
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,679,1,Female,> 70,3,2,Research Scientist,4,Married,"5,000 - 10,000",18089,> 2 ,Y,Yes,12,3,4,80,1,6,2,2, 6 - 12 years,4,0,5
25-34,No,Travel_Frequently,below 500,Research & Development,< 10 km,3,Medical,1,680,3,Female,> 70,3,1,Research Scientist,3,Divorced,"< 5,000",22653,> 2 ,Y,No,20,4,3,80,1,1,2,3,< 2 years,0,0,0
45-54,No,Travel_Rarely,below 500,Sales,< 10 km,1,Medical,1,682,4,Female,<40,3,2,Sales Executive,1,Single,"5,000 - 10,000",7507,> 5 years,Y,No,20,4,4,80,0,18,2,4,> 12 years,7,8,10
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,5,Life Sciences,1,683,2,Male,40 - 70,3,1,Research Scientist,4,Married,"< 5,000",7660,> 2 ,Y,No,12,3,4,80,1,10,4,2, 6 - 12 years,9,8,8
45-54,Yes,Travel_Frequently,below 500,Sales,> 20km,4,Life Sciences,1,684,1,Female,> 70,3,2,Sales Executive,1,Married,"< 5,000",5630,> 2 ,Y,No,14,3,4,80,2,5,4,3,< 2 years,1,0,0
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,686,3,Female,> 70,3,1,Laboratory Technician,4,Married,"< 5,000",17759,> 2 ,Y,Yes,13,3,3,80,1,3,2,3,3 - 5 years,2,0,2
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Other,1,689,3,Male,<40,3,3,Manufacturing Director,3,Married,"5,000 - 10,000",9606,> 2 ,Y,No,15,3,3,80,1,10,2,3, 6 - 12 years,7,7,8
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,2,Medical,1,690,2,Female,40 - 70,3,2,Sales Executive,3,Married,"5,000 - 10,000",3487,> 2 ,Y,No,14,3,1,80,1,6,5,2, 6 - 12 years,0,1,2
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Life Sciences,1,691,2,Male,> 70,1,2,Research Scientist,4,Single,"5,000 - 10,000",19368,> 2 ,Y,No,13,3,2,80,0,17,3,3,> 12 years,11,11,8
25-34,No,Travel_Frequently," >1,000",Research & Development,< 10 km,3,Life Sciences,1,692,3,Male,<40,3,2,Healthcare Representative,4,Divorced,"5,000 - 10,000",5335,> 5 years,Y,No,23,4,3,80,1,15,2,1,> 12 years,11,4,7
45-54,No,Travel_Rarely,below 500,Human Resources,10 - 20 km,4,Medical,1,698,3,Male,> 70,3,3,Human Resources,2,Married,">10,000",6729,> 2 ,Y,No,15,3,3,80,1,16,1,4, 6 - 12 years,7,7,1
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Medical,1,699,2,Male,40 - 70,2,2,Manufacturing Director,2,Divorced,"5,000 - 10,000",13934,> 2 ,Y,Yes,11,3,3,80,1,13,2,3,3 - 5 years,2,0,2
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,4,Medical,1,700,1,Male,40 - 70,2,1,Research Scientist,4,Single,"< 5,000",15174,> 2 ,Y,No,13,3,4,80,0,5,0,3,3 - 5 years,2,1,1
<25,Yes,Travel_Rarely," >1,000",Research & Development,< 10 km,1,Medical,1,701,4,Male,<40,3,1,Research Scientist,3,Single,"< 5,000",26999,> 2 ,Y,Yes,11,3,4,80,0,1,5,3,< 2 years,0,1,1
25-34,Yes,Travel_Frequently," >1,000",Research & Development,< 10 km,3,Life Sciences,1,702,1,Male,40 - 70,3,1,Research Scientist,1,Single,"< 5,000",3164,> 2 ,Y,Yes,11,3,1,80,0,10,3,3, 6 - 12 years,8,9,7
35-44,No,Non-Travel,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,704,3,Male,40 - 70,2,1,Laboratory Technician,3,Married,"< 5,000",16900,> 2 ,Y,No,18,3,3,80,2,1,3,3,< 2 years,0,0,0
<25,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,705,1,Male,40 - 70,4,1,Research Scientist,1,Married,"< 5,000",8544,> 2 ,Y,No,16,3,1,80,1,5,3,4,3 - 5 years,2,0,2
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Life Sciences,1,707,4,Male,40 - 70,4,2,Sales Executive,2,Married,"< 5,000",15678,> 2 ,Y,No,22,4,3,80,1,4,4,3,3 - 5 years,2,1,2
35-44,No,Travel_Rarely,below 500,Sales,< 10 km,4,Marketing,1,709,4,Female,40 - 70,2,2,Sales Executive,4,Single,"< 5,000",7791,> 2 ,Y,No,20,4,1,80,0,8,2,3, 6 - 12 years,7,0,5
25-34,No,Travel_Frequently,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,710,2,Male,> 70,1,1,Research Scientist,4,Divorced,"< 5,000",18959,> 2 ,Y,No,18,3,4,80,1,10,5,3, 6 - 12 years,7,2,8
45-54,No,Travel_Rarely,500 - 1000,Sales,< 10 km,1,Marketing,1,712,2,Male,40 - 70,4,2,Sales Executive,2,Married,"5,000 - 10,000",18597,> 5 years,Y,No,12,3,4,80,0,12,3,3,< 2 years,2,2,2
25-34,No,Travel_Frequently," >1,000",Sales,< 10 km,1,Medical,1,714,4,Female,> 70,4,2,Sales Executive,4,Divorced,"< 5,000",16673,> 2 ,Y,Yes,20,4,2,80,2,6,3,3, 6 - 12 years,5,0,4
35-44,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,715,4,Male,> 70,4,1,Research Scientist,4,Single,"< 5,000",15232,> 5 years,Y,No,17,3,1,80,0,4,2,3,< 2 years,0,0,0
45-54,No,Travel_Rarely," >1,000",Research & Development,> 20km,1,Medical,1,716,4,Male,> 70,4,1,Laboratory Technician,3,Married,"< 5,000",3297,> 2 ,Y,Yes,11,3,3,80,3,20,3,3,> 12 years,8,3,8
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,3,Medical,1,717,4,Female,40 - 70,2,3,Healthcare Representative,2,Single,"5,000 - 10,000",17654,> 2 ,Y,No,14,3,2,80,0,9,3,4, 6 - 12 years,7,7,7
<25,Yes,Travel_Rarely,500 - 1000,Sales,< 10 km,2,Life Sciences,1,720,1,Female,40 - 70,3,2,Sales Executive,3,Single,"< 5,000",24785,> 5 years,Y,No,14,3,1,80,0,4,3,3,< 2 years,2,2,0
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,4,Technical Degree,1,721,4,Female,> 70,2,2,Healthcare Representative,3,Single,"< 5,000",20978,> 2 ,Y,No,11,3,1,80,0,20,4,3,> 12 years,7,11,10
25-34,No,Travel_Rarely,500 - 1000,Sales,< 10 km,3,Marketing,1,722,4,Male,40 - 70,3,2,Sales Executive,4,Single,"5,000 - 10,000",21703,> 2 ,Y,No,12,3,4,80,0,10,2,2, 6 - 12 years,7,0,8
45-54,Yes,Travel_Frequently,500 - 1000,Sales,< 10 km,2,Technical Degree,1,723,2,Male,40 - 70,3,2,Sales Executive,3,Married,"5,000 - 10,000",23452,> 5 years,Y,Yes,14,3,1,80,1,18,4,3,3 - 5 years,3,1,3
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,4,Life Sciences,1,724,2,Female,<40,4,2,Healthcare Representative,4,Single,"5,000 - 10,000",19383,> 2 ,Y,No,13,3,3,80,0,10,4,2, 6 - 12 years,7,1,8
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Life Sciences,1,725,3,Female,40 - 70,3,3,Manufacturing Director,1,Married,"5,000 - 10,000",6009,> 2 ,Y,No,11,3,4,80,0,9,3,3, 6 - 12 years,7,0,7
25-34,No,Travel_Rarely," >1,000",Research & Development,< 10 km,2,Life Sciences,1,727,3,Female,<40,3,3,Research Director,4,Single,">10,000",19373,> 5 years,Y,No,15,3,4,80,0,10,6,3, 6 - 12 years,7,7,7
45-54,No,Travel_Rarely,500 - 1000,Sales,10 - 20 km,4,Marketing,1,728,4,Male,40 - 70,3,2,Sales Executive,1,Single,"< 5,000",11825,> 2 ,Y,No,12,3,4,80,0,20,2,3, 6 - 12 years,7,1,7
35-44,No,Travel_Frequently,500 - 1000,Sales,< 10 km,4,Life Sciences,1,729,4,Male,40 - 70,2,3,Sales Executive,1,Married,">10,000",23772,3 - 5 years,Y,Yes,21,4,3,80,1,20,2,3,> 12 years,13,1,12
45-54,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Life Sciences,1,730,3,Male,40 - 70,4,4,Research Director,3,Married,">10,000",13514,> 5 years,Y,No,19,3,3,80,0,32,3,3,3 - 5 years,1,1,3
35-44,No,Travel_Rarely,below 500,Human Resources,< 10 km,4,Human Resources,1,731,2,Male,> 70,2,5,Manager,4,Divorced,">10,000",8861,> 5 years,Y,No,15,3,2,80,3,23,2,2,> 12 years,6,12,6
>55,No,Travel_Rarely," >1,000",Sales,10 - 20 km,4,Marketing,1,732,1,Male,> 70,3,2,Sales Executive,1,Single,"5,000 - 10,000",11924,> 5 years,Y,No,14,3,4,80,0,10,1,3,< 2 years,2,2,2
25-34,No,Travel_Frequently,below 500,Research & Development,< 10 km,2,Life Sciences,1,733,4,Male,<40,3,3,Manufacturing Director,1,Divorced,"5,000 - 10,000",4809,> 2 ,Y,No,21,4,3,80,2,9,4,2, 6 - 12 years,7,1,7
35-44,No,Travel_Rarely,below 500,Human Resources,< 10 km,3,Human Resources,1,734,4,Male,40 - 70,2,5,Manager,3,Married,">10,000",19562,> 2 ,Y,No,12,3,2,80,1,22,3,3,> 12 years,7,2,10
45-54,No,Travel_Rarely,below 500,Sales,< 10 km,4,Marketing,1,738,4,Male,40 - 70,3,1,Sales Representative,2,Married,"< 5,000",9983,> 5 years,Y,No,15,3,4,80,1,4,2,3,< 2 years,2,2,2
25-34,Yes,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Life Sciences,1,741,1,Female,40 - 70,1,1,Research Scientist,2,Single,"< 5,000",3872,> 5 years,Y,Yes,13,3,4,80,0,10,4,3, 6 - 12 years,7,3,7
35-44,No,Non-Travel,below 500,Research & Development,< 10 km,3,Life Sciences,1,742,1,Female,40 - 70,4,3,Research Director,1,Married,">10,000",20335,> 5 years,Y,No,14,3,1,80,1,10,2,3, 6 - 12 years,7,0,5
35-44,No,Travel_Rarely,below 500,Research & Development,< 10 km,3,Life Sciences,1,743,3,Female,> 70,3,3,Manufacturing Director,3,Single,"5,000 - 10,000",15397,3 - 5 years,Y,Yes,14,3,4,80,0,10,4,4,< 2 years,0,0,0
35-44,No,Non-Travel,below 500,Research & Development,> 20km,3,Medical,1,744,1,Male,40 - 70,1,1,Laboratory Technician,3,Single,"< 5,000",2104,> 2 ,Y,No,14,3,3,80,0,9,5,3,3 - 5 years,2,1,4
45-54,No,Travel_Frequently,below 500,Sales,< 10 km,3,Medical,1,746,4,Female,40 - 70,3,4,Sales Executive,3,Divorced,">10,000",10225,> 5 years,Y,Yes,12,3,4,80,2,28,2,2,> 12 years,2,11,13
25-34,No,Travel_Rarely,500 - 1000,Sales,> 20km,5,Marketing,1,747,3,Male,> 70,3,2,Sales Executive,4,Divorced,"5,000 - 10,000",25275,> 5 years,Y,No,23,4,4,80,1,10,2,2, 6 - 12 years,7,7,7
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Life Sciences,1,749,3,Male,> 70,3,1,Sales Representative,3,Single,"< 5,000",2755,> 2 ,Y,No,11,3,3,80,0,1,6,3,< 2 years,0,0,0
35-44,Yes,Travel_Frequently,500 - 1000,Research & Development,10 - 20 km,3,Medical,1,752,3,Male,40 - 70,4,1,Research Scientist,3,Divorced,"< 5,000",20366,> 5 years,Y,Yes,12,3,4,80,0,7,2,3,< 2 years,2,2,2
35-44,No,Travel_Frequently,500 - 1000,Sales,10 - 20 km,3,Life Sciences,1,754,4,Male,40 - 70,2,2,Sales Executive,4,Married,"5,000 - 10,000",23683,> 5 years,Y,No,18,3,3,80,1,7,5,3,< 2 years,2,2,2
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,2,Medical,1,757,2,Female,> 70,3,2,Healthcare Representative,3,Single,"5,000 - 10,000",7360,> 5 years,Y,No,11,3,4,80,0,10,2,3,3 - 5 years,1,4,3
<25,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,1,Medical,1,758,2,Male,<40,3,1,Laboratory Technician,1,Married,"< 5,000",4344,> 2 ,Y,No,14,3,4,80,1,5,2,4,3 - 5 years,3,0,2
35-44,No,Travel_Rarely,below 500,Human Resources,< 10 km,3,Human Resources,1,760,3,Female,40 - 70,4,2,Human Resources,2,Married,"5,000 - 10,000",18767,> 5 years,Y,No,15,3,3,80,1,12,3,1, 6 - 12 years,3,3,6
>55,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,762,3,Male,> 70,3,4,Healthcare Representative,4,Married,">10,000",20420,> 5 years,Y,No,11,3,3,80,0,30,1,2, 6 - 12 years,7,1,1
35-44,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,1,Medical,1,763,4,Female,> 70,2,1,Research Scientist,4,Single,"< 5,000",22929,> 2 ,Y,Yes,20,4,4,80,0,5,2,2,3 - 5 years,2,2,3
25-34,No,Travel_Rarely,500 - 1000,Research & Development,< 10 km,3,Medical,1,764,4,Female,40 - 70,2,2,Healthcare Representative,1,Single,"5,000 - 10,000",23398,> 5 years,Y,No,19,3,1,80,0,9,2,1, 6 - 12 years,6,0,7
25-34,No,Travel_Rarely," >1,000",Sales,< 10 km,3,Marketing,1,766,4,Male,> 70,3,1,Sales Representative,2,Divorced,"< 5,000",17967,> 2 ,Y,No,14,3,4,80,2,2,2,3,< 2 years,2,2,2
